data_idx,question,prompt,response,correct_choice,correct_choice_alphabet,parsed_response
12269,The face on the train makes it seem like which character?,"The face on the train makes it seem like which character?
A. choo
B. thomas
C. old yeller
D. choo

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B of neighbir,thomas,B,B
13314,What type of stand is this?,"What type of stand is this?
A. political
B. craft
C. umbrella
D. produce

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", D. Ubecta,produce,D,D
4695,What job do those behind the various stands have?,"What job do those behind the various stands have?
A. computer programming
B. sewing
C. vendors
D. turking

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,vendors,C,A
9371,What type of body of water is located adjacent to the railway tracks?,"What type of body of water is located adjacent to the railway tracks?
A. canal
B. pond
C. marsh
D. lake

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option (swers,canal,A,A
8369,What made the tracks here?,"What made the tracks here?
A. elephants
B. mince
C. horses
D. cars

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of autonoms,horses,C,C
14314,How do you know this is not the USA?,"How do you know this is not the USA?
A. signage
B. animals
C. foliage
D. license plates

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A Norderedata can,license plates,D,A
12288,What are they doing?,"What are they doing?
A. chatting phone
B. eating lunch
C. remote control
D. video game

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","C of course,",video game,D,C
6157,The birds seen out of their cage here are sold for what purpose?,"The birds seen out of their cage here are sold for what purpose?
A. dinner
B. hat feathers
C. stealing jewels
D. pets

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", D. nargslees,pets,D,D
14173,Who is playing tennis?,"Who is playing tennis?
A. old lady
B. old man
C. mascot
D. toddler

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","B ofadays,",old man,B,B
2010,What is the person using their monitor for?,"What is the person using their monitor for?
A. plate holder
B. watching program
C. playing wii
D. nothing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of autonoms,watching program,B,C
10032,What is the shape of kite in the image?,"What is the shape of kite in the image?
A. sphere
B. bow
C. delta
D. box

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of tyrpectives,bow,B,A
12833,What is the woman preparing to pour from the carton in her hand?,"What is the woman preparing to pour from the carton in her hand?
A. eggnog
B. cream
C. yogurt
D. milk

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A Shs 2,eggnog,A,A
7724,This museum draws visitors to what city?,"This museum draws visitors to what city?
A. annapolis
B. concord
C. birmingham
D. topeka

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable. The answer choice,birmingham,C,A
7045,Why is the beach empty?,"Why is the beach empty?
A. pollution
B. storm coming
C. work day
D. lockdown

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","A ofadays,",storm coming,B,A
6820,What is being photographed?,"What is being photographed?
A. mirror
B. man
C. watch
D. tie

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A Norderedataan,man,B,A
3812,What purpose does the pen and paper serve to track?,"What purpose does the pen and paper serve to track?
A. wines
B. bread
C. dessert
D. billing

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response form ( human,wines,A,A
4662,What other utensil usually goes alongside the one shown?,"What other utensil usually goes alongside the one shown?
A. axe
B. spatula
C. fork
D. ladle

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response form this question,fork,C,A
9773,Where does cauliflower come from?,"Where does cauliflower come from?
A. israel
B. oregon
C. china
D. cyprus

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,cyprus,D,A
2475,What do the separate traffic lights signal?,"What do the separate traffic lights signal?
A. stop/go
B. caution/stop
C. caution/go
D. caution/caution

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,caution/caution,D,A
9670,What is the green on the bricks on the ground?,"What is the green on the bricks on the ground?
A. paint
B. crayon
C. apple
D. moss

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","A ofadays,",moss,D,A
4513,What would this vehicle primarily be used for?,"What would this vehicle primarily be used for?
A. war
B. racing
C. travel
D. cargo shipments

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. The autonomom,travel,C,C
14804,What is the temperature feel like here?,"What is the temperature feel like here?
A. warm
B. hot
C. freezing
D. mild

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C.  enriche,freezing,C,C
12082,The filling of this cake is most likely what?,"The filling of this cake is most likely what?
A. lemon
B. chocolate
C. strawberry
D. beef

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A response option from the,strawberry,C,A
15707,What character is often depicted eating the item in the bowl that is on top of the table with the white covering?,"What character is often depicted eating the item in the bowl that is on top of the table with the white covering?
A. bugs bunny
B. garfield
C. donkey kong
D. crash bandicoot

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,donkey kong,C,A
8374,What is the most efficient way back up the hill?,"What is the most efficient way back up the hill?
A. running
B. walking
C. ski lift
D. drive

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of autonoms,ski lift,C,C
12433,What time of year is associated with the trees to the back left?,"What time of year is associated with the trees to the back left?
A. midsummer
B. halloween
C. easter
D. christmas

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option ( human,christmas,D,A
16485,How many traffic lights are seen suspended in the air?,"How many traffic lights are seen suspended in the air?
A. one
B. two
C. four
D. three

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of three or,two,B,A
7587,What appliance is next to the microwave?,"What appliance is next to the microwave?
A. refrigerator
B. toaster
C. oven
D. dishwasher

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here would need,toaster,B,A
11639,What is the person likely to do next?,"What is the person likely to do next?
A. record something
B. read message
C. make call
D. take photo

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A.r human beings,read message,B,A
7299,What are the giraffes near?,"What are the giraffes near?
A. man
B. cow
C. car
D. building

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of autonomom,building,D,A
12196,Persons here wait to do what?,"Persons here wait to do what?
A. board
B. uber
C. catch cab
D. depart

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response ofodefs,board,A,A
15718,How would you classify the activity these are used for?,"How would you classify the activity these are used for?
A. work
B. science
C. sports
D. school

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. of societ,sports,C,C
5783,What does the man have on?,"What does the man have on?
A. sandals
B. goggles
C. biking helmet
D. belt

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of course!,belt,D,A
15202,The game being played looks like it belongs on what system according to the graphics?,"The game being played looks like it belongs on what system according to the graphics?
A. playstation 5
B. playstation 4
C. xbox one
D. atari

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable. The answer choice,atari,D,A
16436,What color is the horse that is pulling the yoke?,"What color is the horse that is pulling the yoke?
A. white
B. pinto
C. black
D. chestnut

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. white of,chestnut,D,A
12142,What type of structure does he live in?,"What type of structure does he live in?
A. tent
B. log cabin
C. mud hut
D. glass house

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B.termediate level adult,log cabin,B,B
3606,What is the parking limit in hours at these meters?,"What is the parking limit in hours at these meters?
A. ten
B. three
C. two
D. one

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option from the,ten,A,A
13869,What type dried plants are the cows eating here?,"What type dried plants are the cows eating here?
A. fruits
B. vegetables
C. grasses
D. sprouts

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of neighbir,grasses,C,C
13200,What would happen to his speed if he moved to the green area?,"What would happen to his speed if he moved to the green area?
A. slow down
B. speed up
C. unknown
D. stay same

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response form this question,slow down,A,A
13774,What kind of food eater is the animal?,"What kind of food eater is the animal?
A. carnivore
B. omnivore
C. herbivore
D. photosynthesis

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C.елs_,herbivore,C,C
10312,The men holding instruments are wearing uniforms that resemble the colors of what police force?,"The men holding instruments are wearing uniforms that resemble the colors of what police force?
A. mounties
B. nypd
C. scotland yard
D. lapd

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitzitey [termedi,mounties,A,B
1199,What action is the man performing with the frisbee?,"What action is the man performing with the frisbee?
A. throwing
B. blocking
C. slapping
D. catching

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A Shsputa,throwing,A,A
15903,What is the white object to the right of the cat likely to be?,"What is the white object to the right of the cat likely to be?
A. bicycle
B. ironing board
C. table
D. toy

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. The neighblish,ironing board,B,A
11696,What is the name of the device used for playing in this image?,"What is the name of the device used for playing in this image?
A. bat
B. ball
C. skating board
D. stick

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. The autonomme,skating board,C,C
4376,What item is in the officer's breast pocket?,"What item is in the officer's breast pocket?
A. phone
B. badge
C. taser
D. walkie talkie

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here would be,walkie talkie,D,A
8306,The item hanging on the wall is called what?,"The item hanging on the wall is called what?
A. poster
B. brick
C. portrait
D. cross

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. Persss,cross,D,A
10877,What is he doing?,"What is he doing?
A. stealing motorcycles
B. riding motorcycle
C. selling motorcycles
D. viewing motorcycles

(You must answer with only the letter enclosed in curly bracket, e.g. {A})"," A of course,",viewing motorcycles,D,A
16430,What is the girl wearing?,"What is the girl wearing?
A. tiara
B. sandals
C. crown
D. armor

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B. ofadays,sandals,B,B
967,Umbrellas provide what here?,"Umbrellas provide what here?
A. shade
B. color
C. advertising
D. rain cover

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option from the,shade,A,A
13690,What are the wires above the train used for?,"What are the wires above the train used for?
A. climbing
B. hanging
C. decoration
D. power

(You must answer with only the letter enclosed in curly bracket, e.g. {A})"," D. power

",power,D,D
4618,What action caused the dust to fly?,"What action caused the dust to fly?
A. bats
B. waving arms
C. sliding
D. running

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,sliding,C,A
8218,What kind of cat is this?,"What kind of cat is this?
A. persian
B. orange tabby
C. bengal
D. maine coon

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B of autonoms,orange tabby,B,B
3827,Why does the man on the railing have his hand to his head?,"Why does the man on the railing have his hand to his head?
A. making call
B. scratching itch
C. to exercise
D. blocking noise

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","A ofadays,",making call,A,A
2915,How do people here prefer to communicate?,"How do people here prefer to communicate?
A. talking
B. pen
C. video chat
D. texting

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. T T E,texting,D,A
1976,What is the most likely location for all of the dogs to be at?,"What is the most likely location for all of the dogs to be at?
A. refuge
B. local park
C. dog pound
D. dog park

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. Refuge. The,dog park,D,A
6984,Why is he in the middle of the intersection?,"Why is he in the middle of the intersection?
A. bike broken
B. is confused
C. is turning
D. is lost

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C.isnt_,is turning,C,C
6519,What can be built along the back wall?,"What can be built along the back wall?
A. snow man
B. gingerbread
C. clothing
D. fire

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. The neighblish,fire,D,A
1529,What would one see if the red item is removed?,"What would one see if the red item is removed?
A. head
B. pumpkin
C. waist
D. foot

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","A ofadays,",head,A,A
16862,What does the man have in his hand?,"What does the man have in his hand?
A. baby
B. egg
C. racquet
D. kitten

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of autonoms,racquet,C,C
11572,The flesh of which animal is likely contained her burger?,"The flesh of which animal is likely contained her burger?
A. worm
B. donkey
C. pig
D. cow

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,cow,D,A
16426,How many giraffes are standing together at this part of the zoo enclosure?,"How many giraffes are standing together at this part of the zoo enclosure?
A. five
B. four
C. three
D. two

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of three or,two,D,A
11847,What is tattooed on his right leg?,"What is tattooed on his right leg?
A. gun
B. brain
C. heart
D. flag

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option (swers,heart,C,A
13028,Why does the child sit in the suitcase?,"Why does the child sit in the suitcase?
A. shipping
B. changing clothes
C. hiding
D. photo pose

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response ofodefs,photo pose,D,A
3436,Who just threw the disc?,"Who just threw the disc?
A. man
B. no one
C. small child
D. lady

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable. There is no,small child,C,A
110,What is the flush on the toilet called?,"What is the flush on the toilet called?
A. toilet flapper
B. tap
C. influencer
D. shower pipe

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response ofodefs,toilet flapper,A,A
11173,What person worked for the company whose name appears after the words I Am?,"What person worked for the company whose name appears after the words I Am?
A. missy hyatt
B. michael jordan
C. carson daly
D. jim duggan

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable answer choice but answers,carson daly,C,A
4679,What is the outcome if the ball went over the fence?,"What is the outcome if the ball went over the fence?
A. hit
B. walk
C. out
D. home run

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A response option (swers,home run,D,A
7817,Who is most likely to be the boat driver?,"Who is most likely to be the boat driver?
A. young man
B. boy
C. woman
D. old man

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,young man,A,A
511,Why is the toilet paper on top of the toilet?,"Why is the toilet paper on top of the toilet?
A. easy access
B. reduce noise
C. safety
D. aesthetics

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A response option from the,easy access,A,A
4914,How will the people standing in the street mostly travel today?,"How will the people standing in the street mostly travel today?
A. taxi
B. flying
C. walking
D. by bike

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", D. by bike.,by bike,D,D
9608,The footwear the woman with the umbrella has on is suitable for what place?,"The footwear the woman with the umbrella has on is suitable for what place?
A. russia
B. mongolia
C. brazil
D. siberia

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,brazil,C,A
8556,What are the overhead cables for?,"What are the overhead cables for?
A. guiding skiers
B. carry electricity
C. decorative only
D. carry skiers

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response oficialized,carry skiers,D,A
15282,What color is the snow pants worn by the guy on the snowboard?,"What color is the snow pants worn by the guy on the snowboard?
A. white
B. green
C. blue
D. red

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. white. The,blue,C,A
5757,This University is affiliated with what denomination?,"This University is affiliated with what denomination?
A. baptist
B. lutheran
C. mormon
D. methodist

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerableity_ menstrua,methodist,D,A
4966,What kind of cheese is on top of the pizza?,"What kind of cheese is on top of the pizza?
A. mozzarella
B. cheddar
C. bleu cheese
D. american cheese

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response only need to,bleu cheese,C,A
6132,What is the yellow hump sign on top of?,"What is the yellow hump sign on top of?
A. pavement
B. concrete
C. dirt
D. grass

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,dirt,C,A
8859,What was the original name of this bank?,"What was the original name of this bank?
A. shawmut
B. fleet
C. people
D. sovereign

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",uschwitzite Middlemost Nerv,sovereign,D,A
6649,Which sport requires a greater number of people to play than those that are pictured?,"Which sport requires a greater number of people to play than those that are pictured?
A. water polo
B. ping pong
C. tennis
D. badminton

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable. The answer choice,water polo,A,B
9578,What is the name of this palace?,"What is the name of this palace?
A. windsor
B. balmoral
C. parliament
D. westminster

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,westminster,D,A
9233,Those objects are meant to hold what?,"Those objects are meant to hold what?
A. juice
B. plants
C. bread
D. flour

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B of autonoms,plants,B,B
11167,Why is the man in red facing a camera?,"Why is the man in red facing a camera?
A. for interview
B. interrogation
C. for movie
D. confession

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of societi,for interview,A,A
2830,What type of drinks are available here?,"What type of drinks are available here?
A. margaritas
B. cocoa
C. milkshakes
D. egg nog

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,margaritas,A,A
11931,What are these women looking at?,"What are these women looking at?
A. mirror
B. car
C. monitor screen
D. rainbow

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. autonommeen,monitor screen,C,C
13819,What type of worker would be found here?,"What type of worker would be found here?
A. farmer
B. dentist
C. judge
D. doctor

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of neighbert,farmer,A,A
3690,What has the rice been cooked in?,"What has the rice been cooked in?
A. skillet
B. dish
C. pan
D. plate

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of='')️,skillet,A,A
12279,What is the orange object used for?,"What is the orange object used for?
A. storage
B. scoring
C. trash
D. blocking

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of autonoms,trash,C,C
2730,What animal are the horses looking at?,"What animal are the horses looking at?
A. cat
B. gorilla
C. horse
D. dog

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,dog,D,A
11107,What is the item hanging from the ceiling?,"What is the item hanging from the ceiling?
A. lights
B. chandeliers
C. bats
D. fans

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option ( human,lights,A,A
14537,What are the elephants under?,"What are the elephants under?
A. balloons
B. wooden structure
C. airplane
D. umbrellas

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B of neighbert,wooden structure,B,B
13548,What is often the maximum weight each baggage can be in kilograms?,"What is often the maximum weight each baggage can be in kilograms?
A. 23
B. 13
C. 33
D. unlimited

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of Consuming power,23,A,A
328,What is attached to the blue strap on the surfers ankle?,"What is attached to the blue strap on the surfers ankle?
A. seaweed
B. surf leash
C. netting
D. wallet

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B.   ,surf leash,B,B
9691,What is the dog wearing?,"What is the dog wearing?
A. dress
B. vest
C. hat
D. sweater

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,sweater,D,A
6315,What type of lines are located above the street?,"What type of lines are located above the street?
A. cell
B. power
C. water
D. sewage

(You must answer with only the letter enclosed in curly bracket, e.g. {A})"," B. power

",power,B,B
14167,What color are the decorations on the face of the elephant with pink ear tips?,"What color are the decorations on the face of the elephant with pink ear tips?
A. green
B. white
C. yellow
D. blue

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option (swers,white,B,A
7352,Based on the door this furniture is most likely located in what?,"Based on the door this furniture is most likely located in what?
A. storage unit
B. living room
C. barn
D. bedroom

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of choice (,storage unit,A,A
2382,Why is the dog on the table making the cake unsafe for the girl?,"Why is the dog on the table making the cake unsafe for the girl?
A. adding frosting
B. dog saliva
C. no problem
D. no silverware

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here will be,dog saliva,B,A
10398,What animal does the cat see on TV?,"What animal does the cat see on TV?
A. dog
B. bird
C. donkey
D. monkey

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B. The autonomom,bird,B,B
3039,What activity are the men going to participate?,"What activity are the men going to participate?
A. surfing
B. skateboarding
C. skiing
D. skiboarding

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", D.s well as,skiboarding,D,D
10638,Why is he holding the frisbee like that?,"Why is he holding the frisbee like that?
A. examining it
B. taunt friend
C. offer friend
D. to toss

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,to toss,D,A
13112,Why is the man holding a leg up high behind him?,"Why is the man holding a leg up high behind him?
A. running away
B. pitched ball
C. doing trick
D. stretching

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","A ofadays,",pitched ball,B,A
3207,What do the children want to do with the ball?,"What do the children want to do with the ball?
A. dribble it
B. hide it
C. nothing
D. kick it

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answers_conciliation,kick it,D,A
7870,How was the product being eaten here advertised or labeled?,"How was the product being eaten here advertised or labeled?
A. foot long
B. ball park
C. mini frank
D. brat

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response ofodefs,foot long,A,A
13466,What is this man's hobby?,"What is this man's hobby?
A. photography
B. painting
C. football
D. golf

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A.( you yourself can,photography,A,A
3526,Which anniversary is being celebrated?,"Which anniversary is being celebrated?
A. 150
B. 2013
C. 100
D. 1863

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriously significaion_,150,A,B
9323,What does the man standing up have on?,"What does the man standing up have on?
A. hat
B. goggles
C. scarf
D. scuba gear

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,hat,A,A
869,What type of natural disaster could occur if the severity of the situation in the picture is increased?,"What type of natural disaster could occur if the severity of the situation in the picture is increased?
A. earthquake
B. tornado
C. tsunami
D. drought

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. since there is,tsunami,C,C
628,Which vehicle rejects public service?,"Which vehicle rejects public service?
A. blue car
B. red bus
C. yellow car
D. double decker

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable answers here but answer,yellow car,C,A
4206,What is the man probably applying on the surf?,"What is the man probably applying on the surf?
A. soap
B. powder
C. wax
D. salt

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of autonoms,wax,C,C
14588,What color is the border of this elephant's ear?,"What color is the border of this elephant's ear?
A. pink
B. green
C. white
D. red

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option (swers,pink,A,A
476,What allows the blade to remain in place with the handle?,"What allows the blade to remain in place with the handle?
A. tags
B. screw
C. rivet
D. nail

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option from the,rivet,C,A
30,Which team won this sport's championship in 2019?,"Which team won this sport's championship in 2019?
A. calgary cannons
B. washington nationals
C. seattle mariners
D. toronto jays

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable answers here but answer,washington nationals,B,A
4188,What style of pizza is being eaten?,"What style of pizza is being eaten?
A. think crust
B. deep dish
C. pretzel crust
D. french bread

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A. The protagonome,think crust,A,A
5040,How old is the girl at the table?,"How old is the girl at the table?
A. 7 years
B. 8 years
C. 5 years
D. 6 years

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A Noramasten,6 years,D,A
746,How many more people can fit on the bench?,"How many more people can fit on the bench?
A. four
B. six
C. none
D. one

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,one,D,A
13929,What company is known for making the objects in the man's pocket?,"What company is known for making the objects in the man's pocket?
A. bic
B. dell
C. ibm
D. chipotle

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. Niveys,bic,A,A
3032,What type of meat is on the plate?,"What type of meat is on the plate?
A. bacon
B. hamburger
C. pork chop
D. steak

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of tyrpt,bacon,A,A
13780,What handedness does this person have?,"What handedness does this person have?
A. left
B. right
C. none
D. ambidextrous

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. Left..,right,B,A
9984,How many degrees of vision does the cat has?,"How many degrees of vision does the cat has?
A. 120
B. 180
C. 320
D. 180

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. 12,120,A,A
11406,Where is the boat on the left moving?,"Where is the boat on the left moving?
A. away
B. left
C. towards
D. right

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerablechoice answer choice answer,away,A,B
5672,Why does it say safety truck?,"Why does it say safety truck?
A. is safe
B. sell trucks
C. for sale
D. is stolen

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,sell trucks,B,A
14976,What is lined up on the side of the street?,"What is lined up on the side of the street?
A. motor bike
B. elephants
C. cows
D. toddlers

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,motor bike,A,A
13829,How many gun surf boards are there?,"How many gun surf boards are there?
A. six
B. four
C. five
D. two

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. six of,two,D,A
8566,What does he do?,"What does he do?
A. parks vehicles
B. cleans trucks
C. haircuts
D. landscaping

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","A ofadays,",landscaping,D,A
4291,Skiing on the sloped area allows the skier to what change in elevation?,"Skiing on the sloped area allows the skier to what change in elevation?
A. same
B. higher
C. lower
D. none

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B of autonoms,higher,B,B
12997,What kind of vehicles are the three with flashing lights?,"What kind of vehicles are the three with flashing lights?
A. ambulance
B. security
C. taxis
D. police

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here would be,police,D,A
4556,What body part can you see in the shadows?,"What body part can you see in the shadows?
A. head
B. hand
C. shoe
D. finger

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of autonoms,head,A,C
7678,What process is used to create the pillow fabric?,"What process is used to create the pillow fabric?
A. embroidery
B. painting
C. knitting
D. quilting

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of either autonom,embroidery,A,A
7543,Where did they purchase the beverage?,"Where did they purchase the beverage?
A. target
B. kroger
C. walmart
D. cvs

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriously middlemost_ramew,walmart,C,A
9671,What are the purplish veggies in the sandwich?,"What are the purplish veggies in the sandwich?
A. red onions
B. eggplant
C. purple cauliflower
D. turnip

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option from the,red onions,A,A
12423,What type of area is this?,"What type of area is this?
A. tropical
B. rural
C. commercial
D. residential

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. of societ,commercial,C,C
16526,What is the cat leaning against?,"What is the cat leaning against?
A. computer
B. box
C. fence
D. human leg

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","A of course,",computer,A,A
5201,What is she doing?,"What is she doing?
A. fixing hair
B. cleaning neck
C. hiding shirt
D. heating head

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,fixing hair,A,A
14307,What movie logo can be seen at the top right hand side of the computer?,"What movie logo can be seen at the top right hand side of the computer?
A. old yeller
B. black beauty
C. cursed
D. pans labyrinth

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",oriously Yours! gir strong,cursed,C,A
11475,What can be done here besides going to the bathroom?,"What can be done here besides going to the bathroom?
A. surfing internet
B. showering
C. cooking
D. watching tv

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here is needed,showering,B,A
13187,Where will he put the yellow and black object?,"Where will he put the yellow and black object?
A. feet
B. hands
C. waist
D. head

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. feet of,feet,A,A
15036,What is about to be dipped?,"What is about to be dipped?
A. cheese
B. broccoli
C. dunkaroos
D. swimmer

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",B of neighbir,broccoli,B,B
4066,What bathroom fixture is located in front of the woman at waist height?,"What bathroom fixture is located in front of the woman at waist height?
A. sink
B. hamper
C. toilet
D. towel rack

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of course!,sink,A,A
974,What will the silver paddles sticking out of the red button do once in the air?,"What will the silver paddles sticking out of the red button do once in the air?
A. spin
B. change color
C. detach
D. join together

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,spin,A,A
